Std_A,1
MM4_A,4
MM5_A,5
DUP_A_231,200
DUP_A_278,201
DUP_A_400,202
DUP_A_480,203
TRP_A_231,300
TRP_A_278,301
TRP_A_400,302
TRP_A_480,303
Std_C,41
MM4_C,44
MM5_C,45
DUP_C_231,210
DUP_C_278,211
DUP_C_400,212
DUP_C_480,213
TRP_C_231,310
TRP_C_278,311
TRP_C_400,312
TRP_C_480,313
Std_E,81
MM4_E,84
MM5_E,85
DUP_E_231,220
DUP_E_278,221
DUP_E_400,222
DUP_E_480,223
TRP_E_231,320
TRP_E_278,321
TRP_E_400,322
TRP_E_480,323
